stock	mbranch	sbranch	ssbranch	lsbranch	language	LID	glottolog_LID.2014	ISO639.3.2013
Sino-Tibetan	Brahmaputran (Sal)	Kachinic	NA	NA	Jinghpo	672	drun1238	duu
Cariban	NA	NA	NA	NA	Panare	673	enap1235	pbh
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Eastern Kiranti	Limbu	Limbu	674	limb1266	lif
West Caucasian	Circassian	NA	NA	Circassian	Circassian (East)	675	kaba1278	kbd
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	Kurdish	Kurmanjî	676	khor1267	kur
Indo-European	Germanic	North Germanic	NA	NA	Swedish	677	swed1254	swe
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Bulgarian	678	bulg1262	bul
Uralic	Finno-Ugric	Finno-Permian	Permian	NA	Udmurt	679	udmu1245	udm
Uralic	Finno-Ugric	Ugric	Ob-Ugric	NA	Mansi	680	mans1258	mns
Uralic	Finno-Ugric	Ugric	Ob-Ugric	NA	Khanty	681	khan1273	kca
Mayan	Yucatecan	NA	NA	NA	Yucatec	682	yuca1254	yua
Indo-European	Italic-Celtic	Italic	NA	NA	Romanian	683	roma1327	ron
Plateau Penutian	Klamath-Sahaptian	NA	NA	NA	Klamath	685	klam1254	kla
Cushitic	Southern Cushitic	NA	NA	NA	Dahalo	686	daha1245	dal
Uto-Aztecan	Northern Uto-Aztecan	NA	NA	NA	Hopi	687	hopi1249	hop
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Cora	688	elna1235	crn
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Rarámuri	689	lowl1265	tac
Sino-Tibetan	Bodic	Tamangic (TGTM)	NA	NA	Manange	690	mana1288	nmm
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Tibetan (Lhasa)	691	tibe1272	bod
Limilngan	NA	NA	NA	NA	Limilngan	692	nucl1327	lmc
Arawan	NA	NA	NA	NA	Jarawara	693	jama1261	jaa
Algic	Algonquian	NA	NA	NA	Fox	694	mesk1242	sac
Arawakan	NA	NA	NA	NA	Chamicuro	695	cham1318	ccc
Arawakan	Caribbean	NA	NA	NA	Wayuu	696	wayu1243	guc
Otomanguean	Popolocan	NA	NA	NA	Mazateco (Huautla)	697	huau1238	mau
Indo-European	Indo-Iranian	Indo-Aryan	Sanskrit	NA	Sanskrit	699	sans1269	san
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (North)	700	nort2671	sme
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (South)	701	sout2674	sma
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Lule)	702	lule1254	smj
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Pite)	703	pite1240	sje
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Ume)	704	umes1235	sju
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Skolt)	705	skol1241	sms
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Inari)	706	inar1241	smn
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Ter)	707	ters1235	sjt
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Akkala)	708	akka1237	sia
Uralic	Finno-Ugric	Finno-Permian	Finno-Volgaic	Finno-Saamic	Saami (Kildin)	709	kild1236	sjd
Indo-European	Germanic	North Germanic	NA	NA	Faroese	710	faro1244	fao
Indo-European	Germanic	North Germanic	NA	NA	Norwegian (Bokmål)	711	norw1259	nob
Indo-European	Germanic	North Germanic	NA	NA	Norwegian (Nynorsk)	712	norw1258	nno
Uralic	Samoyedic	Northern Samoyedic	NA	NA	Enets (Forest)	713	fore1265	enf
Indo-European	Germanic	North Germanic	NA	NA	Shetland Norn	714	west2805	nrn
Indo-European	Italic-Celtic	Celtic	NA	NA	Scottish Gaelic	715	scot1245	gla
Uralic	Samoyedic	Northern Samoyedic	NA	NA	Nenets (Forest)	716	nene1249	yrk
Uralic	Finno-Ugric	Finno-Permian	Permian	NA	Komi (Permyak)	717	komi1269	koi
Uto-Aztecan	Northern Uto-Aztecan	Numic	NA	NA	Paiute (Northern)	718	nort2954	pao
Turkic	Common Turkic	Northern Turkish	Siberian	NA	Tofa (Karagas)	719	kara1462	kim
Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	NA	Tibetan (Kyirong)	720	kyer1238	kgy
Sino-Tibetan	Qiangic	NA	NA	NA	Qiang	722	nort2722	cng
Sino-Tibetan	Bodic	Tibetan	Eastern Kham Tibetan	NA	Tibetan (Dege)	723	tibe1272	bod
Sino-Tibetan	Bodic	Tamangic (TGTM)	NA	NA	Tamang (Eastern)	724	east2347	taj
Indo-European	Italic-Celtic	Italic	NA	NA	Italian	725	ital1282	ita
Indo-European	Italic-Celtic	Italic	NA	NA	Catalan (Standard)	726	stan1289	cat
Indo-European	Italic-Celtic	Italic	NA	NA	Sardinian	727	sard1257	srd
Sino-Tibetan	Bodic	Tamangic (TGTM)	NA	NA	Kaike	728	kaik1246	kzq
Sino-Tibetan	Remnant Himalayish	NA	NA	NA	Magar	729	east2352	mgp
Sino-Tibetan	Bodic	Tamangic (TGTM)	NA	NA	Thakali	730	thak1245	ths
Etruscan	NA	NA	NA	NA	Etruscan	732	etru1241	ett
Tasmanian	NA	NA	NA	NA	Tasmanian	733	tasm1247	xtz
Indo-European	Germanic	North Germanic	NA	NA	Dalska	734	dale1238	qer
Sino-Tibetan	Raji	NA	NA	NA	Raji	735	raji1240	rji
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Takia	736	taki1248	tbc
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Saliba	737	sali1295	sbe
Tungusic	Northern Tungusic	Northeastern Tungusic	NA	NA	Even	738	even1260	eve
Kwadi-Khoe	Khoekhoe	NA	NA	NA	Korana	739	kora1292	kqz
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Kikuyu	740	kiku1240	kik
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Rundi	741	rund1242	run
Kordofanian	NA	NA	NA	NA	Moro	742	moro1285	mor
Kordofanian	NA	NA	NA	NA	Tiro	743	tira1254	tic
Nyima	NA	NA	NA	NA	Nyimang	744	amas1236	nyi
Pama-Nyungan	Paman	Northern Pama	NA	NA	Anguthimri	745	alng1239	aid
Torricelli	Kombio	Arapesh	NA	NA	Arapesh (Abu)	746	abuu1241	ado
Jirajaran	NA	NA	NA	NA	Ayomán	747	NA	NA
Turkic	Common Turkic	Oghuz	NA	NA	Azerbaijani	748	azer1255	aze
Arawakan	North Amazonian	NA	NA	NA	Bahuana	749	bare1276	bae
Berber	NA	NA	NA	Berber	Berber (Figuig)	750	cent2194	tzm
Betoi	NA	NA	NA	NA	Betoi	751	beto1236	qtd
Sino-Tibetan	Tani	Eastern Tani	NA	NA	Bokar	752	damu1236	adi
Sino-Tibetan	Tani	Western Tani	NA	NA	Bori	753	damu1236	adi
Sino-Tibetan	Greater Sherdukpen	NA	NA	NA	Bugun	754	bugu1246	bgg
Pama-Nyungan	Warluwarric	NA	NA	NA	Bularnu	755	yind1248	yil
Macro-Ge	Ge	Amazonian Ge	Northern Ge	NA	Canela	756	cane1242	ram
Na-Dene	Athabaskan	NA	NA	NA	Chasta Costa	757	rogu1236	coq
Chimakuan	NA	NA	NA	NA	Chemakum	758	chim1310	xch
Pama-Nyungan	Kulinic	NA	NA	NA	Colac	759	cola1237	NA
Comecrudan	NA	NA	NA	NA	Comecrudo	760	come1251	xcm
Yokuts-Utian	Utian	Miwok-Costanoan	Costanoan	NA	Costanoan	761	sout2986	css
Macro-Ge	Timotean	NA	NA	NA	Cuica	762	cuic1234	cuic
Tai-Kadai	NA	NA	NA	NA	Dong	763	nort2735	doc
Esmeralda	NA	NA	NA	NA	Esmeralda	764	atac1235	esme
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	Eudeve	765	opat1246	opt
Indo-European	Germanic	West Germanic	Frisian	NA	(Frisian)	766	fris1239	fris
Sino-Tibetan	Tani	Western Tani	NA	NA	Gallong	767	galo1242	adl
Cariban	NA	NA	NA	NA	Guaque	769	cari1279	cbd
Sign Language Hong Kong	NA	NA	NA	NA	Sign Language Hong Kong	770	hong1241	hks
Sign Language International	NA	NA	NA	NA	Sign Language International	772	inte1259	ils
Pama-Nyungan	Southwestern Pama-Nyungan	Nyungic	NA	NA	Juat	773	nyun1247	nys
Karankawa	NA	NA	NA	NA	Karankawa	774	kara1289	zkk
Pama-Nyungan	Southwestern Pama-Nyungan	Yura	NA	NA	Kaurna	775	kaur1267	zku
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Kenyah (Umaí Lung)	776	main1275	xkl
Yeniseian	NA	NA	NA	NA	Kott	777	kott1239	zko
Kriol (Fitzroy Crossing)	NA	NA	NA	NA	Kriol (Fitzroy Crossing)	778	krio1252	rop
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Malayan / Malayic	NA	Kuala	779	kual1252	bjn
Kwaza	NA	NA	NA	NA	Kwazá	780	kwaz1243	xwa
Lughat al-Isharat al-Lubnaniya	NA	NA	NA	NA	Lughat al-Isharat al-Lubnaniya	781	jord1238	jos
Lule-Vilela	Lule	NA	NA	NA	Lule	782	lule1238	ule
Pama-Nyungan	Kulinic	NA	NA	NA	Madimadi	783	kuli1251	dmd
Arawakan	NA	NA	NA	NA	Maipure	784	maip1246	qij
Máko	NA	NA	NA	NA	Máko	785	yuhu1238	yab
Sino-Tibetan	West Himalayish	Greater Kinnauri	NA	NA	Marchha	786	rong1264	rnp
Pama-Nyungan	Paman	Mayabic	NA	NA	Mayi-Yapi	787	mayk1239	mnt
Pama-Nyungan	Paman	Southern Pama	NA	NA	Mbabaram	788	mbab1239	vmb
Sino-Tibetan	Tani	Eastern Tani	NA	NA	Milang	789	damu1236	adi
Mochica	NA	NA	NA	NA	Mochica	790	moch1259	omc
Mongolic	NA	NA	NA	NA	Khamnigan	791	mong1331	mon
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Huauchinango)	792	zaca1241	nhi
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Milpa Alta)	793	more1259	NA
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Pochutla)	794	poch1244	xpo
Pama-Nyungan	Southwestern Pama-Nyungan	Kartu	NA	NA	Nhanda	795	ying1247	yia
Puquina	NA	NA	NA	NA	Puquina	796	puqu1242	puq
Quechuan	NA	NA	NA	NA	Quechua (Bolivian)	797	sout2991	quh
Indo-European	Indo-Iranian	Indo-Aryan	Central Indo-Aryan	Romani	Romani (Sepecides)	798	balk1252	rmn
Russian-Chinese Pidgin	NA	NA	NA	NA	Russian-Chinese Pidgin	799	NA	NA
Indo-European	Balto-Slavic	Slavic	West Slavic	NA	Sorbian	800	sorb1249	sorb
Tasmanian	NA	NA	NA	NA	Tasmanian (Oyster Bay to Pitwater)	801	tasm1247	xtz
Tupian	Tupi-Guaraní	NA	NA	NA	Tupi	803	tupi1274	tpw
Mayan	Greater Tzeltalan	Tzeltalan	NA	NA	Tzeltal	804	tzel1254	tzh
Turkic	Common Turkic	Karluk (Southeastern Turkic)	NA	NA	Uzbek	805	uzbe1247	uzb
Pama-Nyungan	Kulinic	NA	NA	NA	Warrnambool	806	warr1257	gjm
Pama-Nyungan	Kulinic	NA	NA	NA	Wathawurrung	808	wath1238	wth
Pama-Nyungan	Southwestern Pama-Nyungan	Wati	NA	NA	Western Desert (Ooldea)	810	ngaa1240	ntj
Pama-Nyungan	Kulinic	NA	NA	NA	Woiwurrung	811	woiw1237	wyi
Macro-Skou	Skou-Serra-Warapu	NA	Serra Hills	NA	Womo	812	womo1238	wmx
Pama-Nyungan	Gumbaynggiric	NA	NA	NA	Yaygir	813	yort1237	xyy
Indo-European	Germanic	West Germanic	NA	NA	Yiddish	814	east2295	ydd
Pama-Nyungan	Yotayotic	NA	NA	NA	Yorta Yorta	815	yort1237	xyy
Yurimangí	NA	NA	NA	NA	Yurimangí	817	yuru1243	qic
Benue-Congo	Edoid	NA	NA	NA	Ghotuo	818	ghot1243	aaa
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Kotoko	819	afad1236	aal
Sepik	NA	NA	NA	NA	Abau	820	abau1245	aau
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Bankon	821	bank1256	abb
Algic	Algonquian	NA	NA	NA	Abenaki (Western)	822	west2630	abe
Kwa	NA	NA	NA	NA	Abidji	823	abid1235	abi
West Caucasian	Abkhazian-Ubykh	NA	NA	Abkhaz-Abaza	Abaza	824	abaz1241	abq
Arawakan	NA	NA	NA	NA	Achagua	825	acha1250	aca
Mayan	Quichean-Mamean (Eastern Maya)	Quichean	NA	NA	Achí	826	achi1256	acr
Great Andamanese	Great Andamanese	NA	NA	NA	Aka-Biada	827	akab1249	abj
Palaihninan	NA	NA	NA	NA	Achumawi	828	achu1247	acv
Great Andamanese	Great Andamanese	NA	NA	NA	Aka-Cari	829	akac1240	aci
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Iraqi)	830	meso1252	acm
Sino-Tibetan	Lolo-Burmese	Burmish	NA	NA	Achang	831	acha1249	acn
Jivaroan	NA	NA	NA	NA	Achuar	832	achu1248	acu
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Hijazi)	833	hija1235	acw
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Kormakiti)	834	cypr1248	acy
Kwa	NA	NA	NA	NA	Adioukrou	835	adio1239	adj
Sign Language Adamorobe	NA	NA	NA	NA	Sign Language Adamorobe	836	adam1238	ads
Pama-Nyungan	Southwestern Pama-Nyungan	Yura	NA	NA	Adynyamathanha	837	adny1235	adt
Sino-Tibetan	Bodic	Tibetan	Eastern Kham Tibetan	NA	Amdo	838	amdo1237	adx
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Tunisian)	839	tuni1259	aeb
Sign Language Argentinian	NA	NA	NA	NA	Sign Language Argentinian	840	arge1236	aed
Chadic	West Chadic	West - B (West Chadic)	NA	NA	Pa'a	841	paaa1242	pqa
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Gulf)	842	gulf1241	afb
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Bahrain)	843	baha1259	abv
Indo-European	Germanic	West Germanic	NA	NA	Afrikaans	844	afri1274	afr
Ijoid	NA	NA	NA	NA	Defaka	845	defa1248	afn
Cushitic	Eastern Cushitic	NA	NA	NA	Qafar	846	afar1241	aar
Lakes Plain	Tariku	NA	NA	NA	Obokuitai	847	obok1239	afz
Eastern Highlands	Kainantu	NA	NA	NA	Agarabi	848	agar1252	agd
Senagi	NA	NA	NA	NA	Anggor	849	ango1254	agg
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Lebeo	850	ngel1238	agh
Angan	NA	NA	NA	NA	Angaatiha	851	anga1290	agm
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Aghem	852	aghe1239	agq
Jivaroan	NA	NA	NA	NA	Aguaruna	853	agua1253	agr
Austronesian	Malayo-Polynesian	NA	NA	NA	Agta (Central)	854	cent2084	agt
Mayan	Quichean-Mamean (Eastern Maya)	Mamean	NA	NA	Aguacatec	855	agua1252	agu
Nakh-Daghestanian	Daghestanian	Lezgian	Samurian (core Lezgian)	Western Samurian	Aghul	856	aghu1253	agx
Macro-Ok	Awyu-Dumut	NA	NA	NA	Aghu	857	aghu1255	ahh
Kru	NA	NA	NA	NA	Aizi	858	apro1235	ahp
Na-Dene	Athabaskan	NA	NA	NA	Ahtna	859	ahte1237	aht
Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira	Arosi	860	aros1241	aia
Turkic	Common Turkic	Karluk (Southeastern Turkic)	Uyghur	NA	Aynu	861	ainu1251	aib
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Amara	862	amar1272	aie
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Neo-Aramaic (Assyrian)	863	assy1241	aii
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Neo-Aramaic (Arbel Jewish)	864	lish1245	aij
Omotic	NA	NA	NA	NA	Aari	865	aari1239	aiw
Kresh-Aja	NA	NA	NA	NA	Aja	866	ajas1235	aja
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Ajie	867	ajie1238	aji
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic	Arabic (Palestinian)	868	sout3123	ajp
Amberbakan-Kebar	NA	NA	NA	NA	Mpur	869	mpur1239	akc
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Aklanon	870	akla1241	akl
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Araki	871	arak1252	akr
Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	NA	Akhvakh	872	akhv1239	akv
Great Andamanese	Great Andamanese	NA	NA	NA	Aka-Kede	873	akak1252	akx
Kwa	NA	NA	NA	NA	Alladian	875	alla1248	ald
Algic	Algonquian	NA	NA	NA	Algonquin	876	algo1255	alq
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Maluku	NA	Larike	877	lari1255	alo
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Maluku	NA	Alune	878	alun1238	alp
Chukchi-Kamchatkan	Chukotkan	Southern Chukotkan	NA	NA	Alutor	879	alut1245	alr
Turkic	Common Turkic	Northern Turkish	Siberian	NA	Altai (Southern)	880	sout2694	alt
Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira	'Are'are	881	area1240	alu
Austronesian	East Formosan	NA	NA	NA	Amis	882	amis1246	ami
Pama-Nyungan	Arandic	NA	NA	NA	Alyawarra	883	alya1239	aly
Pano-Tacanan	Panoan	NA	NA	NA	Amahuaca	884	amah1246	amc
Arawakan	NA	NA	NA	NA	Amuesha	885	yane1238	ame
Omotic	NA	NA	NA	NA	Hamer	886	hame1242	amf
Austronesian	Malayo-Polynesian	South Halmahera-Western New Guinea (SHWNG)	NA	NA	Ambai	887	amba1265	amk
Benue-Congo	Kainji	NA	NA	NA	Amo	888	amoo1242	amo
Harakmbut	NA	NA	NA	NA	Amarakaeri	889	amar1274	amr
Otomanguean	NA	NA	NA	NA	Amuzgo	890	guer1243	amu
