Family	Tree
Misumalpan	((('Sumu [i-yan][w-][a-2495][g-maya1285]')'Sumalpan [i-][w-][a-][g-]','Miskito [i-miq][w-mis][a-184][g-misk1235]')'Misumalpan [i-][w-][a-][g-]');
Mixe-Zoque	(('Popoluca {Texistepec} [i-poq][w-][a-2941][g-texi1237]','Zoque {Francisco Leon} [i-zos][w-zfl][a-2816][g-fran1266]','Zoque {Rayon} [i-zor][w-zqr][a-2815][g-rayo1235]','Zoque {Chimalapa} [i-zoh][w-zch][a-2814][g-chim1300]','Sayultec [i-pos][w-say][a-2323][g-sayu1241]','Olutec [i-plo][w-olu][a-2308][g-olut1240]','Mixe {Tlahuitoltepec} [i-mxp][w-mth][a-2110][g-tlah1239]','Mixe {Totontepec} [i-mto][w-mtp][a-2091][g-toto1305]','Mixe {Coatlan} [i-mco][w-mco][a-1952][g-coat1238]','Zoque {Ostuacan} [i-zoc][w-zqc-zqo][a-1460][g-copa1236]','Zoque {Copainala} [i-zoc][w-zqc-zqo][a-492][g-copa1236]','Sierra Popoluca [i-poi][w-zqs][a-474][g-high1276]','Mixe [i-mixe][w-][a-185][g-mixe1286]')'Mixe-Zoque [i-][w-][a-][g-]');
Tarascan	(('Tarascan [i-tsz][w-pur][a-365][g-pure1242]')'Tarascan [i-][w-][a-][g-]');
Totonac-Tepehuan	(('Totonac {Filomeno Mata} [i-tlp][w-][a-2843][g-filo1235]','Totonac {Sierra} [i-tos][w-tos][a-2601][g-high1243]','Totonac {Xicotepec de Juarez} [i-too][w-txj][a-2600][g-xico1235]','Totonac {Misantla} [i-tlc][w-tot][a-668][g-yecu1235]','Totonac {Papantla} [i-top][w-tpa][a-509][g-papa1238]','Tepehua {Huehuetla} [i-tee][w-tee][a-372][g-hueh1236]')'Totonac-Tepehuan [i-][w-][a-][g-]');
Mayan	(((('Chol [i-ctu][w-][a-1196][g-chol1282]','Chontal Maya [i-chf][w-cmy][a-1136][g-taba1266]','Chorti [i-caa][w-coi][a-1105][g-chor1273]')'Cholan [i-][w-][a-][g-]',('Tzotzil {Zinacantan} [i-tzo][w-][a-2655][g-tzot1259]','Tzotzil {San Andres} [i-tzo][w-][a-2654][g-tzot1259]','Tzotzil [i-tzo][w-][a-2652][g-tzot1259]','Tzeltal {Bachajon} [i-tzh][w-tza-tzt][a-2651][g-tzel1254]','Tzeltal {Tenejapa} [i-tzh][w-tza-tzt][a-1434][g-tzel1254]','Tzeltal {Aguacatenango} [i-tzh][w-tza-tzt][a-1433][g-tzel1254]','Tzeltal [i-tzh][w-tza-tzt][a-804][g-tzel1254]')'Tzeltalan [i-][w-][a-][g-]')'Greater Tzeltalan [i-][w-][a-][g-]',('Mopan [i-mop][w-mop][a-2058][g-mopa1243]','Lacandon [i-lac][w-lac][a-1861][g-laca1243]','Itzaj [i-itz][w-itz][a-1660][g-itza1241]','Yucatec [i-yua][w-yct][a-682][g-yuca1254]')'Yucatecan [i-][w-][a-][g-]',('Chicomuceltec [i-cob][w-cec][a-1167][g-chic1271]','Huastec [i-hus][w-][a-619][g-huas1242]')'Huastecan [i-][w-][a-][g-]',(('Tojolabal [i-toj][w-toj][a-2598][g-tojo1241]','Chuj [i-cac][w-][a-1107][g-chuj1250]')'Chujean [i-][w-][a-][g-]',('Kanjobal {Western} [i-knj][w-kwe][a-1787][g-west2635]','Kanjobal {Eastern} [i-kjb][w-kea][a-1760][g-qanj1241]','Jacaltec [i-jac][w-jak][a-460][g-popt1235]')'Kanjobalan [i-][w-][a-][g-]')'Greater Kanjobalan [i-][w-][a-][g-]',('Sipakapense [i-qum][w-qum][a-3121][g-sipa1247]',('Teco [i-ttc][w-tec][a-2627][g-tekt1235]','Mam [i-mam][w-][a-2101][g-mamm1241]','Mam {Southern} [i-mam][w-][a-2039][g-mamm1241]','Ixil [i-ixl][w-][a-1665][g-ixil1251]','Aguacatec [i-agu][w-agu][a-855][g-agua1252]')'Mamean [i-][w-][a-][g-]',('Pocomam [i-poc][w-pcm][a-2319][g-poqo1253]','Pokomchi [i-poh][w-][a-2318][g-poqo1254]','Pocomam Oriental [i-poc][w-pcm][a-2317][g-poqo1253]','K`ekchi [i-kek][w-kek][a-1730][g-kekc1242]','Cakchiquel [i-ckz][w-][a-1155][g-cakc1235]','Achi [i-acr][w-][a-826][g-achi1256]','Quiche [i-quc][w-qch][a-337][g-kich1262]','Tzutujil [i-tzj][w-][a-388][g-tzut1248]')'Quichean [i-][w-][a-][g-]')'Quichean-Mamean {Eastern Maya} [i-][w-][a-][g-]')'Mayan [i-][w-][a-][g-]');
Cuitlatec	(('Cuitlatec [i-qpb][w-][a-60][g-cuit1236]')'Cuitlatec [i-][w-][a-][g-]');
Paesan	(('Paez [i-pbb][w-pae][a-326][g-paez1247]')'Paesan [i-][w-][a-][g-]');
Chibchan	(('Tunebo [i-tuf][w-][a-2592][g-cent2150]','Pech [i-pay][w-pec][a-2272][g-pech1241]','Motilon {Chibchan} [i-mot][w-mti][a-2059][g-bari1297]','Kuna [i-kvn][w-kun][a-1833][g-bord1248]','Chimila [i-cbg][w-cma][a-1122][g-chim1309]','Muisca [i-chb][w-msc][a-1121][g-chib1270]',('Teribe [i-tfr][w-trb][a-2556][g-teri1250]','Cabecar [i-cjp][w-cab][a-1152][g-cabe1245]','Boruca [i-brn][w-brc][a-1066][g-boru1252]','Bribri [i-bzd][w-bri][a-519][g-brib1243]')'Talamanca [i-][w-][a-][g-]',('Rama [i-rma][w-ram][a-454][g-rama1270]')'Rama [i-][w-][a-][g-]',('Buglere [i-sab][w-bgl][a-2392][g-bugl1243]',('Damana [i-mbp][w-dam][a-1940][g-mala1522]','Cogui [i-kog][w-cog][a-1792][g-cogu1240]','Ika [i-arh][w-ika][a-532][g-arhu1242]')'Arhuacan [i-][w-][a-][g-]','Guaymi [i-gym][w-nbr][a-90][g-ngab1239]')'Chibchan [i-][w-][a-][g-]')'Chibchan [i-][w-][a-][g-]');
Camsa	(('Camsa [i-kbh][w-cam][a-41][g-cams1241]')'Camsa [i-][w-][a-][g-]');
Arawakan	(('Yucuna [i-ycn][w-ycn][a-2767][g-yucu1253]','Wapishana [i-wap][w-wps][a-2701][g-wapi1253]','Piapoco [i-pio][w-ppc][a-2296][g-piap1246]','Palikur [i-plu][w-plk][a-2270][g-pali1279]',('Waura [i-wau][w-wur][a-2703][g-waur1244]','Terena [i-ter][w-trn][a-2543][g-tere1279]','Parecis [i-pab][w-prc][a-2267][g-pare1272]')'Xingu {S. Brasilian} [i-][w-][a-][g-]',('Ignaciano [i-ign][w-ign][a-1641][g-igna1246]','Baure [i-brg][w-baq][a-1063][g-baur1253]')'Bolivian [i-][w-][a-][g-]','Amuesha [i-ame][w-amu][a-885][g-yane1238]','Achagua [i-aca][w-acg][a-825][g-acha1250]','Maipure [i-qij][w-][a-784][g-maip1246]',('Tariana [i-tae][w-tar][a-2513][g-tari1256]','Curripaco [i-kpc][w-cur][a-1799][g-curr1243]','Warekena [i-gae][w-wrk][a-1515][g-guar1293]','Baniwa [i-bwi][w-bnw][a-960][g-bani1255]','Bare [i-bae][w-bae][a-958][g-bare1276]','Bahuana [i-bae][w-bae][a-749][g-bare1276]')'North Amazonian [i-][w-][a-][g-]',('Garifuna [i-cab][w-grf][a-1106][g-gari1256]','Lokono [i-arw][w-ara][a-927][g-araw1276]','Wayuu [i-guc][w-goa][a-696][g-wayu1243]')'Caribbean [i-][w-][a-][g-]','Chamicuro [i-ccc][w-][a-695][g-cham1318]',('Piro [i-pie][w-][a-623][g-piro1248]','Apurina [i-apu][w-apu][a-512][g-apur1254]')'Apurina-Piro-Inapari [i-][w-][a-][g-]','Resigaro [i-rgr][w-res][a-339][g-resi1247]',('Nomatsiguenga [i-not][w-nom][a-2195][g-noma1263]','Machiguenga [i-mcb][w-mch][a-1945][g-mach1267]','Campa Pajonal Asheninca [i-cjo][w-cpa][a-1151][g-ashe1273]','Axininca Campa [i-cni][w-cax][a-29][g-asha1243]')'Campa [i-][w-][a-][g-]')'Arawakan [i-][w-][a-][g-]');
Arawan	(('Jamamadi [i-jaa][w-bna-jmm-jwr][a-1668][g-jama1261]','Deni [i-dny][w-den][a-1219][g-deni1241]','Culina [i-cul][w-cul][a-1202][g-culi1244]','Banawa [i-jaa][w-bna-jmm-jwr][a-1044][g-jama1261]','Jarawara [i-jaa][w-bna-jmm-jwr][a-693][g-jama1261]','Paumari [i-pad][w-pau][a-329][g-paum1247]')'Arawan [i-][w-][a-][g-]');
Cofan	(('Cofan [i-con][w-cof][a-58][g-cofa1242]')'Cofan [i-][w-][a-][g-]');
Candoshi	(('Candoshi [i-cbu][w-can][a-42][g-cand1248]')'Candoshi [i-][w-][a-][g-]');
Jivaroan	(('Huambisa [i-hub][w-hmb][a-1620][g-huam1247]','Aguaruna [i-agr][w-agr][a-853][g-agua1253]','Achuar [i-acu][w-acu][a-832][g-achu1248]',('Shuar [i-jiv][w-jiv][a-352][g-shua1257]')'Jivaro [i-][w-][a-][g-]')'Jivaroan [i-][w-][a-][g-]');
Yaguan	(('Yagua [i-yad][w-yag][a-414][g-yagu1244]')'Yaguan [i-][w-][a-][g-]');
Sabelan	(('Waorani [i-auc][w-wao][a-397][g-waor1240]')'Sabelan [i-][w-][a-][g-]');
Urarina	(('Urarina [i-ura][w-urn][a-392][g-urar1246]')'Urarina [i-][w-][a-][g-]');
Boran	(('Bora [i-boa][w-bor][a-1047][g-bora1263]','Muinane [i-bmr][w-mui][a-194][g-muin1242]')'Boran [i-][w-][a-][g-]');
Quechuan	(('Quechua {Ayacucho} [i-quy][w-qay][a-2359][g-ayac1239]','Quechua {Ecuadorean} [i-que][w-][a-2358][g-colo1257]','Quechua {Cajamarca} [i-qvc][w-qca][a-2357][g-caja1238]','Quechua {Tarma} [i-que][w-][a-2352][g-nort2980]','Quechua {Ancash} [i-que][w-][a-2349][g-huay1239]','Inga [i-inb][w-iga][a-1646][g-inga1252]','Quechua {Cochabamba} [i-quh][w-qco][a-1385][g-sout2991]','Quechua {Bolivian} [i-quh][w-qco][a-797][g-sout2991]','Quechua {Cuzco} [i-quz][w-qcu][a-624][g-cusc1236]','Quechua {Imbabura} [i-que][w-][a-533][g-imba1240]',(((('Quechua {Huallaga} [i-qub][w-][a-104][g-hual1241]')'Huanuco [i-][w-][a-][g-]')'Group3 [i-][w-][a-][g-]')'Group2 [i-][w-][a-][g-]')'Group1 [i-][w-][a-][g-]')'Quechuan [i-][w-][a-][g-]');
Aymaran	(('Aymara [i-ayr][w-][a-514][g-cent2142]','Jaqaru [i-jqr][w-jaq][a-119][g-jaqa1244]')'Aymaran [i-][w-][a-][g-]');
Yurakare	(('Yurakare [i-yuz][w-yrc][a-426][g-yura1255]')'Yurakare [i-][w-][a-][g-]');
Pano-Tacanan	((('Reyesano [i-rey][w-][a-2997][g-reye1240]','Tacana [i-tna][w-tac][a-2590][g-taca1256]','Ese Ejja [i-ese][w-ese][a-1477][g-esee1248]','Cavinena [i-cav][w-cav][a-1116][g-cavi1250]','Araona [i-aro][w-ana][a-620][g-arao1248]')'Tacanan [i-][w-][a-][g-]',('Yaminahua [i-yaa][w-yam][a-2757][g-yami1256]','Matis [i-mpq][w-mts][a-2067][g-mati1255]','Matses [i-mcf][w-myr][a-1947][g-mats1244]','Sharanahua [i-mcd][w-shh][a-1946][g-shar1245]','Karipuna {Guapore} [i-kuq][w-kdg][a-1837][g-kari1317]','Capanahua [i-kaq][w-cap][a-1701][g-capa1241]','Cashibo [i-cbr][w-cas][a-1126][g-cash1251]','Chacobo [i-cao][w-cbo][a-1113][g-chac1251]','Amahuaca [i-amc][w-amc][a-884][g-amah1246]','Shipibo-Konibo [i-shp][w-shk][a-567][g-ship1254]','Cashinahua [i-cbs][w-csh][a-45][g-cash1254]')'Panoan [i-][w-][a-][g-]')'Pano-Tacanan [i-][w-][a-][g-]');
Chon	(('Tehuelche [i-teh][w-teh][a-2545][g-tehu1242]','Selknam [i-ona][w-sel][a-565][g-onaa1245]','Gununa-Kune [i-pue][w-gku][a-92][g-puel1244]')'Chon [i-][w-][a-][g-]');
Kawesqaran	(('Kawesqar [i-alc][w-qaw][a-127][g-qawa1238]')'Kawesqaran [i-][w-][a-][g-]');
Mapudungun	(('Mapudungun [i-arn][w-map][a-176][g-mapu1245]')'Mapudungun [i-][w-][a-][g-]');
Huarpe	(('Huarpe [i-qbt][w-][a-105][g-huar1251]')'Huarpe [i-][w-][a-][g-]');
Matacoan	(('Wichi [i-mzh][w-wch][a-2124][g-wich1264]','Chorote [i-crt][w-][a-1185][g-iyoj1235]','Chulupi [i-cag][w-chu][a-1109][g-niva1238]','Maka [i-mca][w-mca][a-477][g-maca1260]','Mataco [i-wlv][w-][a-180][g-wich1263]')'Matacoan [i-][w-][a-][g-]');
Macro-Ge	((('Krenak [i-kqq][w-kqq][a-3114][g-kren1239]')'Krenakan [i-][w-][a-][g-]',('Karaja [i-kpj][w-jva][a-2951][g-kara1500]','Javae [i-kpj][w-jva][a-1802][g-kara1500]')'Karaja [i-][w-][a-][g-]',('Arikapu [i-ark][w-][a-3106][g-arik1265]','Djeoromitxi [i-jbt][w-jbt][a-3105][g-djeo1235]','Jabuti [i-jbt][w-jbt][a-1675][g-djeo1235]')'Jabuti [i-][w-][a-][g-]',('Yate [i-fun][w-ful][a-1509][g-fuln1247]')'Yate [i-][w-][a-][g-]',('Chiquito [i-cax][w-cqt][a-1117][g-chiq1248]')'Chiquitano [i-][w-][a-][g-]',('Rikbaktsa [i-rkb][w-rik][a-925][g-rikb1245]')'Rikbaktsa [i-][w-][a-][g-]',('Cuica [i-cuic][w-][a-762][g-cuic1234]')'Timotean [i-][w-][a-][g-]',('Bororo [i-bor][w-brr][a-648][g-boro1282]')'Bororo [i-][w-][a-][g-]',('Maxakali [i-mbl][w-max][a-506][g-maxa1247]')'Maxakali [i-][w-][a-][g-]',(('Kaingang [i-kgp][w-kng][a-1741][g-kain1272]','Xokleng [i-xok][w-xok][a-646][g-xokl1240]')'Southern Ge [i-][w-][a-][g-]',(('Xerente [i-xer][w-xer][a-2748][g-xere1240]','Xavante [i-xav][w-xav][a-2747][g-xava1240]')'Central Ge [i-][w-][a-][g-]',('Panara [i-kre][w-pnx][a-3170][g-pana1307]','Kraho [i-xra][w-krh][a-2755][g-krah1246]','Kayapo [i-txu][w-kyp][a-2647][g-kaya1330]','Apinaye [i-apn][w-api][a-911][g-apin1244]','Canela [i-ram][w-ckr-cnl][a-756][g-cane1242]','Canela-Kraho [i-ram][w-ckr-cnl][a-43][g-cane1242]')'Northern Ge [i-][w-][a-][g-]')'Amazonian Ge [i-][w-][a-][g-]')'Ge [i-][w-][a-][g-]')'Macro-Ge [i-][w-][a-][g-]');
Muran	(('Piraha [i-myp][w-prh][a-333][g-pira1253]')'Muran [i-][w-][a-][g-]');
Itonama	(('Itonama [i-ito][w-ito][a-117][g-iton1250]')'Itonama [i-][w-][a-][g-]');
Aikana	(('Aikana [i-tba][w-aik][a-11][g-aika1237]')'Aikana [i-][w-][a-][g-]');
Nambikwara	(('Nambikwara [i-nab][w-nmb][a-200][g-sout2994]')'Nambikwara [i-][w-][a-][g-]');
Iranshe	(('Iranshe [i-irn][w-irx][a-115][g-iran1263]')'Iranshe [i-][w-][a-][g-]');
Trumai	(('Trumai [i-tpy][w-tru][a-383][g-trum1247]')'Trumai [i-][w-][a-][g-]');
Movima	(('Movima [i-mzp][w-mov][a-192][g-movi1243]')'Movima [i-][w-][a-][g-]');
Cayuvava	(('Cayuvava [i-cyb][w-cyv][a-47][g-cayu1262]')'Cayuvava [i-][w-][a-][g-]');
Tupian	((('Mekens [i-til][w-til][a-2751][g-till1254]')'Tupari [i-][w-][a-][g-]','Munduruku [i-myu][w-muu][a-2119][g-mund1330]','Karitiana [i-ktn][w-kna][a-1827][g-kari1311]','Gaviao [i-gvo][w-gav][a-1580][g-gavi1246]','Karo {Arara} [i-arr][w-kaa][a-924][g-karo1305]',('Kayabi [i-kyz][w-kyz][a-3156][g-kaya1329]','Guarani {Mbya} [i-gun][w-][a-3131][g-mbya1239]','Emerillon [i-eme][w-eme][a-3068][g-emer1243]','Tapiete [i-tpj][w-tpt][a-2514][g-tapi1253]','Siriono [i-srq][w-srn][a-2476][g-siri1273]','Wayampi [i-oym][w-way][a-2265][g-waya1270]','Omagua [i-omg][w-oma][a-2250][g-omag1248]','Kaiwa [i-kgk][w-kaw][a-1740][g-kaiw1246]','Kamaiura [i-kay][w-kma][a-1704][g-kama1373]','Juruna [i-jur][w-jrn][a-1693][g-juru1256]','Ache [i-guq][w-ach][a-1572][g-ache1246]','Chiriguano [i-gui][w-crg][a-1569][g-east2555]','Guajajara [i-gub][w-gjj][a-1566][g-guaj1255]','Cocama [i-cod][w-coc][a-1168][g-coca1259]','Asurini [i-asu][w-asu][a-932][g-toca1235]','Tupi [i-tpw][w-][a-803][g-tupi1274]','Uruba-Kaapor [i-urb][w-urk][a-574][g-urub1250]','Guarani {Paraguayan} [i-gug][w-gua][a-89][g-para1311]')'Tupi-Guarani [i-][w-][a-][g-]')'Tupian [i-][w-][a-][g-]');
Cariban	(('Kuikuro [i-kui][w-kkq][a-3153][g-kuik1246]','Waimiri Atroari [i-atr][w-][a-2935][g-waim1253]','Yukpa [i-yup][w-ykp][a-2795][g-yukp1241]','Wayana [i-way][w-wyn][a-2706][g-waya1269]','Wai Wai [i-waw][w-wai][a-2704][g-waiw1244]','Carib {De`kwana} [i-mch][w-cde][a-1949][g-maqu1238]','Mapoyo [i-mcg][w-mpy][a-1948][g-mapo1246]','Macushi [i-mbc][w-mac][a-1936][g-macu1259]','Japreria [i-jru][w-jpr][a-1688][g-japr1238]','Umaua [i-cbd][w-crj-hia-umu][a-1246][g-cari1279]','Hianacoto [i-cbd][w-crj-hia-umu][a-1245][g-cari1279]','Carijona [i-cbd][w-crj-hia-umu][a-1120][g-cari1279]','Bakairi [i-bkq][w-bki][a-1034][g-baka1277]','Akawaio [i-ake][w-akw][a-916][g-akaw1239]','Apalai [i-apy][w-apl][a-905][g-apal1257]','Guaque [i-cbd][w-crj-hia-umu][a-769][g-cari1279]','Panare [i-pbh][w-pnr][a-673][g-enap1235]','Pemon [i-aoc][w-pem][a-600][g-pemo1248]','Kalihna [i-car][w-car][a-476][g-gali1262]','Trio [i-tri][w-tir][a-475][g-trio1238]','Hixkaryana [i-hix][w-hix][a-101][g-hixk1239]')'Cariban [i-][w-][a-][g-]');
Yanomaman	(('Yanomami [i-wca][w-ynm][a-2711][g-yano1262]','Shiriana [i-shb][w-shi][a-2419][g-nina1238]','Sanuma [i-xsu][w-snm][a-348][g-sanu1240]')'Yanomaman [i-][w-][a-][g-]');
Warao	(('Warao [i-wba][w-wra][a-399][g-wara1303]')'Warao [i-][w-][a-][g-]');
Kartvelian	((('Svan [i-sva][w-sva][a-481][g-svan1243]')'Svan [i-][w-][a-][g-]',(('Laz {Ardeşen} [i-lzz][w-laz][a-2971][g-lazz1240]','Mingrelian [i-xmf][w-mgl][a-2752][g-ming1252]','Laz [i-lzz][w-laz][a-1926][g-lazz1240]')'Zan [i-][w-][a-][g-]','Georgian [i-kat][w-geo][a-86][g-nucl1302]')'Georgian-Zan [i-][w-][a-][g-]')'Kartvelian [i-][w-][a-][g-]');
Kunama	(('Kunama [i-kun][w-knm][a-147][g-kuna1268]')'Kunama [i-][w-][a-][g-]');
Eastern Central Sudanic	((('Mangbetu [i-mdj][w-mbt][a-1960][g-mang1394]','Mamvu [i-mdi][w-mmv][a-1959][g-mamv1243]','Lese [i-les][w-les][a-1880][g-lese1243]')'Mangbutu-Efe [i-][w-][a-][g-]',('Lendu [i-led][w-ldu][a-1876][g-lend1245]','Ngiti [i-niy][w-nti][a-561][g-ngit1239]')'Lendu [i-][w-][a-][g-]',('Ma`di [i-mhi][w-mad][a-1988][g-madi1260]','Moru [i-mgd][w-mou][a-1979][g-moru1253]','Logoti [i-log][w-lgt][a-1907][g-logo1259]','Avokaya [i-avu][w-avo][a-944][g-avok1242]','Logbara [i-lgg][w-lug][a-163][g-lugb1240]')'Moru-Madi [i-][w-][a-][g-]')'Eastern Central Sudanic [i-][w-][a-][g-]');
Songhai	(('Songhay {Humburi Senni} [i-hmb][w-][a-3207][g-humb1243]','Zarma [i-dje][w-zar][a-1332][g-zarm1239]','Songhai {Koyra Chiini} [i-khq][w-kch][a-443][g-koyr1240]','Koroboro Senni [i-ses][w-kse][a-144][g-koyr1242]')'Songhai [i-][w-][a-][g-]');
Coos	(('Hanis {Coos} [i-cos][w-][a-432][g-cors1241]')'Coos [i-][w-][a-][g-]');
Nivkh	(('Nivkh {South Sakhalin} [i-niv][w-niv-nvs][a-1369][g-gily1242]','Nivkh [i-niv][w-niv-nvs][a-433][g-gily1242]')'Nivkh [i-][w-][a-][g-]');
Siuslawan	(('Siuslaw {Lower Umpqua} [i-sis][w-siu][a-442][g-sius1254]')'Siuslawan [i-][w-][a-][g-]');
Barbacoan	(('Guambiano [i-gum][w-gmb][a-1570][g-guam1248]','Cayapa [i-cbi][w-cay][a-1123][g-chac1249]','Tsafiki [i-cof][w-tsf][a-471][g-colo1256]','Awa Pit [i-kwi][w-awp][a-469][g-awac1239]')'Barbacoan [i-][w-][a-][g-]');
Tucanoan	(('Yuruti [i-yui][w-yrt][a-2791][g-yuru1263]','Tucano [i-tuo][w-tuc][a-2637][g-tuca1252]','Tuyuca [i-tue][w-tuy][a-2634][g-tuyu1244]','Retuara [i-tnc][w-ret][a-2591][g-tani1257]','Tatuyo [i-tav][w-tty][a-2520][g-tatu1247]','Siriano [i-sri][w-sri][a-2472][g-siri1274]','Siona [i-snn][w-sin][a-2428][g-sion1247]','Secoya [i-sey][w-sec][a-2415][g-seco1241]','Piratapuyo [i-pir][w-prt][a-2299][g-pira1254]','Orejon [i-ore][w-ore][a-2254][g-orej1242]','Macuna [i-myy][w-mcn][a-2122][g-macu1260]','Guanano [i-gvc][w-gno][a-1577][g-guan1269]','Desano [i-des][w-des][a-1276][g-desa1247]','Cubeo [i-cub][w-cub][a-1200][g-cube1242]','Koreguaje [i-coe][w-kje][a-1169][g-kore1283]','Carapana [i-cbc][w-crp][a-1119][g-cara1272]','Barasano {Northern} [i-bao][w-bno][a-962][g-waim1255]','Barasano [i-bsn][w-brs][a-493][g-bara1380]')'Tucanoan [i-][w-][a-][g-]');
Kadugli-Krongo	(('Katcha [i-xtc][w-kad-ktc][a-1338][g-katc1249]','Kadugli [i-xtc][w-kad-ktc][a-1337][g-katc1249]','Krongo [i-kgo][w-kro][a-495][g-kron1241]')'Kadugli-Krongo [i-][w-][a-][g-]');
Senufo	(('Senadi [i-sef][w-snd][a-2410][g-ceba1235]','Nafaanra [i-nfr][w-naf][a-2156][g-nafa1258]','Tenyer [i-kza][w-tny][a-1856][g-west2466]',('Dyimini [i-dyi][w-dym][a-1450][g-djim1235]')'Tagwana-Djimini [i-][w-][a-][g-]',('Nanerge [i-sen][w-nrg][a-3169][g-nane1238]','Supyire [i-spp][w-sup][a-497][g-supy1237]')'Northern Senufo [i-][w-][a-][g-]')'Senufo [i-][w-][a-][g-]');
Miao-Yao	(('Miao {Eastern Qiandong} [i-hmq][w-][a-3037][g-east2370]','Miao {White} [i-mww][w-hmd][a-2107][g-hmon1333]','Mun [i-mji][w-mnu][a-2017][g-kimm1245]','Mien [i-ium][w-mie][a-1661][g-iumi1238]','Punu [i-puu][w-][a-1081][g-punu1239]','Hmong Njua [i-hnj][w-][a-500][g-hmon1264]')'Miao-Yao [i-][w-][a-][g-]');
Kru	(('Seme [i-sif][w-sme][a-2427][g-siam1242]',('Wobe [i-wob][w-wob][a-2731][g-weno1238]','Klao [i-klu][w-kla][a-1780][g-klao1243]','Guere [i-gxx][w-][a-1585][g-weso1238]')'West Kru [i-][w-][a-][g-]',('Neyo [i-ney][w-ney][a-3166][g-neyo1238]','Godie [i-god][w-ddj-gdi][a-1556][g-godi1239]','Vata [i-dic][w-vat][a-1320][g-lako1244]','Bete {Guiberoua} [i-bet][w-][a-997][g-guib1246]')'East Kru [i-][w-][a-][g-]','Aizi [i-ahp][w-aiz][a-858][g-apro1235]',('Dewoin [i-dee][w-][a-2903][g-dewo1238]','Grebo [i-grb][w-][a-504][g-greb1256]')'Aizi [i-][w-][a-][g-]')'Kru [i-][w-][a-][g-]');
Dagan	(('Daga [i-dgz][w-dag][a-505][g-daga1275]')'Dagan [i-][w-][a-][g-]');
Bongo-Bagirmi	(('Mango [i-mge][w-mgq][a-3160][g-mang1398]','Yulu [i-yul][w-big-yul][a-2793][g-yulu1243]','Ngambay [i-sba][w-ngm][a-2395][g-ngam1268]','Mbay [i-myb][w-mby][a-2115][g-mbay1241]','Kenga [i-kyq][w-ken][a-1854][g-keng1240]','Kara {Central African Republic} [i-kah][w-kar][a-1697][g-kara1482]','Gula {Central African Republic} [i-glu][w-gul][a-1551][g-gula1269]','Bagiro [i-fuu][w-bgr][a-1510][g-furu1242]','Binga [i-yul][w-big-yul][a-1458][g-yulu1243]','Birri [i-bvq][w-brz][a-1087][g-birr1240]','Bongo [i-bot][w-bgo][a-1053][g-bong1285]','Jur Modo [i-bex][w-jmo][a-999][g-jurm1239]','Baka {Sudan} [i-bdh][w-bka][a-986][g-baka1274]','Bagirmi [i-bmi][w-bag][a-515][g-bagi1246]')'Bongo-Bagirmi [i-][w-][a-][g-]');
Wissel Lakes	(('Moni [i-mnz][w-mni][a-2049][g-moni1261]','Ekari [i-ekg][w-eka][a-525][g-ekar1243]')'Wissel Lakes [i-][w-][a-][g-]');
Choco	(('Waunana [i-noa][w-wau][a-2192][g-woun1238]','Embera [i-emp][w-emb][a-1472][g-nort2972]','Catio [i-cto][w-cat][a-1197][g-embe1260]','Embera {Chami} [i-cmi][w-emc][a-1164][g-embe1262]',(((('Epena Pedee [i-sja][w-epe][a-526][g-epen1239]')'Southern Embera dialect cluster [i-][w-][a-][g-]')'Group3 [i-][w-][a-][g-]')'Group2 [i-][w-][a-][g-]')'Group1 [i-][w-][a-][g-]')'Choco [i-][w-][a-][g-]');
Angan	(('Tainae [i-ago][w-][a-3053][g-tain1253]','Akoye [i-miw][w-][a-3052][g-akoy1238]','Menya [i-mcr][w-mey][a-1954][g-meny1245]','Baruya [i-byr][w-bry][a-1098][g-baru1267]','Ampeeli [i-apz][w-ape][a-915][g-safe1240]','Angaatiha [i-agm][w-ant][a-851][g-anga1290]','Kapau [i-hmt][w-ham][a-536][g-hamt1247]')'Angan [i-][w-][a-][g-]');
